,ALGO,AENO,LSST,SRNA,ELLT,AMRP,OTCS,HETT,HUXZ,DUCT,SMAH,NPCK,MSDP,EORC,CUBO,HRET,ANSO,DIHO,RTTH,SPLZ,NWIG,MMBT,MDGI,AGVF,RRES,CTGI,ALUT,ACAC,SRTX,GARI,RCRI,ACIX,CCNS,MTNS,IHOZ,NAYO,FWWG,EELT,HRND,AETS,ULXY,BLBT,BENI,ITPA,HTRK,NGTE,ILVX,FCSG,FARS,MHRM,EAFC
RRES,0.00011418715841097144,6.158638573163477e-05,5.4860588875795525e-05,5.130421418789234e-05,8.376599137303554e-05,5.800945757468958e-05,5.402519363163621e-05,5.377852040315943e-05,6.227094753969108e-05,6.38251756006953e-05,0.00011053902213596393,4.0871123580381214e-05,0.0001236669978704536,3.2583809716283785e-05,6.541738865203151e-05,6.0057964634628155e-05,6.650761541692538e-05,7.15191877692544e-05,0.00025770214267419804,0.00012790096052703366,6.068509380995259e-05,0.00030205191862820656,0.00011212903427912049,7.077232397624429e-05,0.00060247833423606,0.00025711947222832756,1.6714471705787562e-05,6.25326190545174e-05,7.04910290894185e-05,0.00011959833801607116,0.00028609880011188694,7.273916894870131e-05,5.919616798966247e-05,6.887042759466501e-05,3.7327656626053135e-05,0.0003352041515616492,7.231597923652709e-05,0.0002498199392683814,0.00010168524892253346,9.59559995273296e-05,8.560197239978852e-05,7.921411631556181e-05,3.986454467368922e-05,7.822827169376438e-05,4.7395351083391853e-05,9.933501937644906e-05,4.594529715188656e-05,0.00012925289993274595,4.413656465748239e-05,7.863462920377542e-05,8.048388608678313e-05
CTGI,0.00012886991520850419,7.113966083417755e-05,7.246065552325995e-05,6.477350066055374e-05,0.00011559125938248283,0.0001332681761664284,0.00012977113989745477,7.721137789795032e-05,0.00013117797059176541,8.974779270558274e-05,6.531204655821278e-05,5.692061658414002e-05,0.00011420820777219652,8.710494872894448e-05,9.06168898450453e-05,4.121650972101702e-05,4.761856670040281e-05,7.128612018194482e-05,0.00024041652788885388,9.169274482931394e-05,5.4767396113891856e-05,0.0002591972660715097,9.238664456658224e-05,9.67731633450664e-05,0.00025711947222832756,0.0009394445205715988,1.6520006534719652e-05,7.440307505135188e-05,9.614113409732488e-05,0.00012195900206604821,0.0002829543840558701,5.182193382162572e-05,4.661452537483269e-05,8.284653657382907e-05,5.105452067929502e-05,0.00030751895454081597,5.227519375712123e-05,0.00025851083157736924,7.05266154828696e-05,0.00015917273692406017,0.00016007224075190133,6.971152392039766e-05,5.028326097130691e-05,9.098675685372084e-05,7.631264046671055e-05,0.00012545897921771137,5.931889642674541e-05,7.610000970998621e-05,4.673422378694528e-05,5.2739369709212786e-05,6.691786782573583e-05
ALUT,6.963843039518352e-05,4.459432233965899e-05,2.244531721994664e-05,3.1480967472710496e-05,7.808408268149742e-05,6.907146118144586e-05,7.114258609429569e-05,3.932817692738666e-05,6.658443533940042e-05,7.331503098488015e-05,5.365674468543716e-05,4.5508680208419875e-05,0.00010732094024135164,4.59525079648606e-05,1.7324770919793892e-05,2.4380977371701157e-05,7.709153849710103e-05,8.731942685777311e-05,7.22593872893401e-05,0.00013804470142792622,5.3590457558337424e-05,9.885323651072213e-06,5.893598338971856e-05,8.82036597632709e-05,1.6714471705787562e-05,1.6520006534719652e-05,0.0004347293659537976,6.340964306021253e-05,4.1616525320161004e-05,0.00010962252184569391,0.00010837812219568768,9.064443624204393e-05,9.404705563445035e-05,4.506742480615536e-05,6.260135529159323e-05,4.5499960574382005e-05,5.7388367931097875e-05,6.973129700982774e-05,7.08579208428797e-05,0.0001052912514035834,5.976095498078991e-05,7.522785470215193e-05,1.709732807552513e-05,7.308648232251661e-05,7.780580972980199e-05,5.033006303841436e-05,6.505939503455024e-05,8.621343198352754e-05,3.4671188076967744e-05,0.000108279245591146,0.00015709294584451852
ACAC,9.155020348406799e-05,0.00012482804890977475,0.00013633954685118282,9.135883196620959e-05,7.951821294547258e-05,0.00013578316250556824,6.812903810799248e-05,9.292131019686932e-05,0.00010574530894731304,0.00010136651675569689,0.00010429696380686858,0.00010955426606279533,8.943947088870232e-05,0.00011286666789257284,9.094269411679038e-05,6.02060430188209e-05,0.00011786856865252182,5.534926211660011e-05,6.485868087918457e-05,8.77994395369077e-05,0.00010258842823734224,8.18572254366614e-05,6.400044282868354e-05,5.679610449559325e-05,6.25326190545174e-05,7.440307505135188e-05,6.340964306021253e-05,0.00039279744622768145,0.00013656684488067594,0.00011674974454838444,7.760796191737287e-05,8.353392083879915e-05,6.474908135025237e-05,0.00011681001626140471,9.944625876924112e-05,5.795999194781092e-05,4.761708894834316e-05,5.4505324304238995e-05,3.932541935452043e-05,9.878276101751867e-05,0.00012762754310263917,5.375620119943695e-05,7.563252975207777e-05,6.21054657983364e-05,0.00011742879773153415,8.463723531642136e-05,0.00010722819576115274,8.334220171094443e-05,5.0078014950335245e-05,8.303088768892406e-05,9.499209927125836e-05
SRTX,9.713719921844517e-05,0.00014278654786242654,0.00011727782262340823,8.655174748563734e-05,5.8794048311625316e-05,0.0001209175491890674,9.536853688238454e-05,8.543301818566099e-05,0.00012252028369136154,0.00010834377114635252,0.00012903457187451415,0.00011839321763809913,4.643349033502433e-05,0.00011226342317439757,0.00011475238556684984,8.856030105870225e-05,8.532528898740824e-05,7.31337883236375e-05,6.835950222242666e-05,8.843876914092819e-05,0.00010998113490148209,9.009296366475183e-05,7.860603638103069e-05,8.749214919459707e-05,7.04910290894185e-05,9.614113409732488e-05,4.1616525320161004e-05,0.00013656684488067594,0.00040764154921186916,8.894603952521497e-05,0.00010613300525372865,5.708634825541587e-05,6.354758880735932e-05,8.839090783183889e-05,0.0001371479806868122,8.19736002188181e-05,6.09929789374773e-05,8.683446031710849e-05,6.177861631600275e-05,0.00011359872586731692,0.00015766183196641814,5.6442570751093474e-05,7.155109343620808e-05,3.736999300202324e-05,9.665647540534434e-05,0.00012080045145923445,0.00010288934439212701,0.0001153814102569789,3.8957828020577295e-05,4.371694000316122e-05,9.343727610632787e-05
GARI,0.00011421765993038536,9.533978398327357e-05,9.964927693793219e-05,8.441367966540415e-05,0.00011469372427358687,0.00012908882017425633,9.930388538722536e-05,9.122738430664351e-05,0.0001336370369976008,0.0001169710918580582,0.0001004128112370614,9.229731606110424e-05,0.00013450322793539117,9.129010285917371e-05,6.955440540031902e-05,7.702266203678564e-05,7.146642789763796e-05,0.00010400244431127043,0.00011171630435001539,0.00013954533794024974,5.8440447797098795e-05,7.493418310864608e-05,0.00010380335815412266,8.55498843520984e-05,0.00011959833801607116,0.00012195900206604821,0.00010962252184569391,0.00011674974454838444,8.894603952521497e-05,0.0004890116631849045,0.00017803191885292134,0.00012706478681775115,9.433667810157482e-05,9.435373683650333e-05,0.00011320552386807756,0.0001461784093181134,8.657217504440803e-05,0.0001503174119835415,0.00015659674541613602,0.00016817226689224882,8.588092342560573e-05,9.618052955457257e-05,6.323001318461864e-05,0.00010109078863214212,0.00010811388478351703,0.00010211127049741875,9.444879959172408e-05,0.0001501464665330275,7.730805187709607e-05,0.00016013032577618158,0.0001227067460844195
RCRI,0.000156999474423206,8.709807652078993e-05,0.00012341759238028842,9.344812146534061e-05,0.00011743722690614462,0.00011184398204416744,6.474710199363775e-05,8.189277968193134e-05,0.0001205964026063425,0.0001323507131230617,9.507306960013214e-05,7.261735923754889e-05,0.0001632634947799119,0.00010800017295277186,5.4892997308857137e-05,0.0001083486492594076,9.573872827871386e-05,0.00015700189860508258,0.0002627772388392308,0.00017326141924580034,6.406540386182214e-05,0.0003682966380535434,0.00012362065124454417,0.0001436455938508543,0.00028609880011188694,0.0002829543840558701,0.00010837812219568768,7.760796191737287e-05,0.00010613300525372865,0.00017803191885292134,0.0011370040384089883,9.093522727449447e-05,0.00012873518510785092,0.00010373953463846221,0.00011014155008067308,0.00031693114299696985,0.00012462657255168726,0.00034282738718218397,0.00019053774283947015,0.00011002639352478293,0.00011192376132850189,9.756128502506062e-05,5.725597199345582e-05,7.532931529399544e-05,0.00010257574548789479,0.00010923371065954972,8.143139734569287e-05,0.00014282702842543103,6.719830440552562e-05,0.00013910604749012317,0.00014349711698457526
ACIX,8.09513415967238e-05,5.881589359124271e-05,5.159760357909151e-05,6.579166972305446e-05,7.81047679004514e-05,8.305752958262535e-05,3.803206603270473e-05,4.7050878300739204e-05,5.8920108948555925e-05,8.528918033112803e-05,7.016609098874011e-05,5.5699259243564505e-05,9.275693064713006e-05,6.735584586116504e-05,3.7900909721183895e-05,5.2725750698180465e-05,3.85815561031858e-05,9.642259532736484e-05,0.00011231227344599618,9.94406000627402e-05,4.7908536714709984e-05,8.639583218604543e-05,0.00010255828275418034,7.455499492417516e-05,7.273916894870131e-05,5.182193382162572e-05,9.064443624204393e-05,8.353392083879915e-05,5.708634825541587e-05,0.00012706478681775115,9.093522727449447e-05,0.00027379230698131024,6.15211851289873e-05,5.620676485700318e-05,5.858832874415995e-05,0.00010169061043426471,8.89261403177027e-05,9.433983919577567e-05,0.00011706405419098692,0.00012869743004361562,7.161532893202663e-05,6.442011910846153e-05,2.755455031321801e-05,0.00011054432123772885,6.170523439333492e-05,9.165675009556048e-05,6.523800182572866e-05,0.0001177085938090773,6.55311859091258e-05,0.00011131743701785558,0.00010514558209119944
CCNS,7.266231833282634e-05,5.712988105755843e-05,4.436762647224942e-05,7.121993757420341e-05,8.295919654878959e-05,6.179180388436479e-05,7.532509058032674e-05,5.161466561890538e-05,6.824431121576299e-05,9.044223829671137e-05,6.113320979102438e-05,3.061969578196659e-05,0.00010088641075856813,5.460474190298053e-05,4.48339641859659e-05,7.899222436026946e-05,4.364408711634791e-05,4.377910140490985e-05,6.190745920676764e-05,7.576443180930241e-05,4.6107628062631875e-05,5.86891387114752e-05,4.160075744486503e-05,6.510486546856235e-05,5.919616798966247e-05,4.661452537483269e-05,9.404705563445035e-05,6.474908135025237e-05,6.354758880735932e-05,9.433667810157482e-05,0.00012873518510785092,6.15211851289873e-05,0.0004979037171770575,4.6111314167692966e-05,5.965520087573529e-05,0.000122009155863628,5.94369396780819e-05,0.0001320422383273122,2.3784530494092598e-05,0.00010453461397489114,3.1449887065685064e-05,4.404888698087815e-05,4.0414163173888006e-05,4.771595169463189e-05,6.583377891350197e-05,5.8494219033408563e-05,5.0533180827286696e-05,0.0001194037877778899,4.900270185259127e-05,8.23909176324552e-05,6.435149204497099e-05
MTNS,9.134752895859756e-05,9.965811340965336e-05,9.482358259545331e-05,0.00011599699101704075,5.825776403462102e-05,0.00015278723863275823,0.00013049407065117964,7.675792725677143e-05,0.0001116866617064905,0.00012335417800789786,9.682474571930711e-05,0.0001087189377490158,9.818082733372777e-05,0.0001227933503611295,0.00011898388101872566,0.0001021720196529074,9.6483414883673e-05,8.33650424896843e-05,3.668196748560567e-05,9.636680465032447e-05,8.503336204734349e-05,1.7778818351574092e-05,6.798172933765723e-05,7.675970221203063e-05,6.887042759466501e-05,8.284653657382907e-05,4.506742480615536e-05,0.00011681001626140471,8.839090783183889e-05,9.435373683650333e-05,0.00010373953463846221,5.620676485700318e-05,4.6111314167692966e-05,0.0003754714580219067,0.00011389392632471403,5.418301813381407e-05,6.10330308862568e-05,4.363113549299403e-05,3.608563677705316e-05,0.00010468977927939355,0.00015293212659949496,3.40018468503196e-05,8.397159057991322e-05,7.528527304872233e-05,0.0001102114243299617,0.00013540237368919888,9.704684140235422e-05,8.868704014397086e-05,4.638362583093046e-05,5.767899966436947e-05,9.259495808264211e-05
IHOZ,8.940286496566543e-05,0.00011259708722221726,0.00013112669840539712,9.512228866342304e-05,5.194830854631605e-05,0.00011389790266933347,9.888858875292562e-05,7.145010817050402e-05,0.00011284154303561886,0.00012774910277775007,0.0001232803086687801,0.00010918836405278481,6.0019979275890077e-05,9.537578221406087e-05,8.683378093261862e-05,0.00011397174068369802,9.52895335903178e-05,6.1082380190225e-05,2.266021092886878e-05,0.00010120703952219936,0.0001216149206046355,7.366279804293669e-05,6.667356258204786e-05,8.842577797170475e-05,3.7327656626053135e-05,5.105452067929502e-05,6.260135529159323e-05,9.944625876924112e-05,0.0001371479806868122,0.00011320552386807756,0.00011014155008067308,5.858832874415995e-05,5.965520087573529e-05,0.00011389392632471403,0.000345131095214046,5.0980815505682226e-05,6.075188145450683e-05,5.691478762499779e-05,0.00010580496046385833,0.00010974229995870378,0.0001282311061767024,4.395636139919658e-05,7.259012123548719e-05,4.444324259869173e-05,9.424792521788849e-05,0.00010368826029947266,0.00011686532816791416,8.14359490078281e-05,4.0395858153583454e-05,8.145665938576002e-05,8.20217278151265e-05
NAYO,0.00014125092668643981,4.3610758998027586e-05,4.493316715588198e-05,6.765365407770564e-05,9.836645540883416e-05,8.414044984994347e-05,6.771375384199965e-05,7.856876148440165e-05,5.4561133831469285e-05,0.0001095783922833527,7.822804641316043e-05,4.59622252481049e-05,0.0001179340564339717,9.206763600326146e-05,9.224036265391559e-05,5.451780297460302e-05,5.122603184809994e-05,7.348992014345813e-05,0.0002388203950876784,7.704846174714014e-05,6.46230812792528e-05,0.00041168595804375117,0.00013781558817093026,7.062378951437268e-05,0.0003352041515616492,0.00030751895454081597,4.5499960574382005e-05,5.795999194781092e-05,8.19736002188181e-05,0.0001461784093181134,0.00031693114299696985,0.00010169061043426471,0.000122009155863628,5.418301813381407e-05,5.0980815505682226e-05,0.001091474830975649,8.973136601263319e-05,0.00042858748915851656,0.00013314508327241217,0.00018212896022330212,3.935334636957048e-05,6.374058340416257e-05,3.335386880212298e-05,7.42365664979762e-05,3.298260366543561e-05,0.00012775153371724583,5.796874003235989e-05,9.217093154792378e-05,4.076350668905369e-05,0.00011844814934099873,6.358902095063012e-05
FWWG,7.591426493799199e-05,7.753198454680766e-05,5.9572041586744165e-05,6.685871920807642e-05,7.012328667196215e-05,6.449932488618457e-05,3.5739654833714804e-05,4.5960191875976046e-05,7.102409359128131e-05,9.879558023409812e-05,7.887344424654926e-05,5.761213518443239e-05,9.567455100406267e-05,6.10722014174689e-05,7.744205503925649e-05,6.65228927564622e-05,3.991669335061552e-05,8.756005745673732e-05,6.697143715193574e-05,9.100384356567578e-05,8.114714558743405e-05,8.294834608941439e-05,5.836259165182998e-05,7.058076873157878e-05,7.231597923652709e-05,5.227519375712123e-05,5.7388367931097875e-05,4.761708894834316e-05,6.09929789374773e-05,8.657217504440803e-05,0.00012462657255168726,8.89261403177027e-05,5.94369396780819e-05,6.10330308862568e-05,6.075188145450683e-05,8.973136601263319e-05,0.00023335721086145268,0.0001190173968666185,8.999435762476676e-05,0.0001118945364705246,9.27821569969204e-05,7.025497205912324e-05,4.37176569639354e-05,8.799075107342819e-05,4.153871927919708e-05,7.750099399877428e-05,6.796864314253994e-05,7.33918781292269e-05,7.079321848805919e-05,8.346098139070377e-05,8.96473625903255e-05
EELT,0.00015575368128803677,4.4576930375793654e-05,5.687333070311104e-05,7.114957270113203e-05,8.725256055197175e-05,5.9295908192360137e-05,7.198052278661551e-05,6.601396258879878e-05,0.00010751015065597216,8.075695303995748e-05,6.656245527011451e-05,6.3576881965996e-05,0.00011620981785602123,9.212019651700835e-05,9.061826062017489e-05,5.4749196587232604e-05,5.4576171044240885e-05,0.00013334156150783424,0.0002829642587396436,0.00015077223120843778,5.5517736206580105e-05,0.00039785297670105773,0.0001353096406522779,0.00014299197976487213,0.0002498199392683814,0.00025851083157736924,6.973129700982774e-05,5.4505324304238995e-05,8.683446031710849e-05,0.0001503174119835415,0.00034282738718218397,9.433983919577567e-05,0.0001320422383273122,4.363113549299403e-05,5.691478762499779e-05,0.00042858748915851656,0.0001190173968666185,0.0011775145640309727,0.00014454107150741792,0.00013612556946074837,0.00011321225726277953,0.00013021521078856159,7.802857918999514e-05,8.27556592247766e-05,9.990969496687636e-05,0.00011751430262711895,7.471608759216114e-05,0.00010885640498711332,6.20994327614915e-05,0.00011446600639321988,0.00010885608552987488
HRND,9.407746585896816e-05,5.541776782207799e-05,8.316286160812353e-05,4.9126353333376274e-05,7.952962660178641e-05,0.00011025208161070162,3.5395005085754276e-05,4.877333597718378e-05,4.983513418299565e-05,4.657623422925298e-05,3.862702373252174e-05,3.51906001050079e-05,8.061222585592516e-05,6.689800858496287e-05,3.33040623936271e-05,5.0028011162788056e-05,4.213273748187048e-05,0.0001342296543563774,0.00010939756735892913,0.0001504002832175224,1.734341671632545e-05,6.813148056527429e-05,0.00013493099011537994,0.00012534989174089203,0.00010168524892253346,7.05266154828696e-05,7.08579208428797e-05,3.932541935452043e-05,6.177861631600275e-05,0.00015659674541613602,0.00019053774283947015,0.00011706405419098692,2.3784530494092598e-05,3.608563677705316e-05,0.00010580496046385833,0.00013314508327241217,8.999435762476676e-05,0.00014454107150741792,0.0007986695952388503,0.0001388086325471058,3.0795505731923806e-05,6.666338296789062e-05,3.276129848607347e-05,7.487436829862288e-05,5.068977364585033e-05,6.86424832537502e-05,7.429409187507519e-05,0.0001263517625552784,4.878237327877558e-05,0.00015535950536585055,0.0001449018696251284
AETS,0.0001324959180444075,0.00012015088003498413,9.020077425475755e-05,8.621277127562236e-05,0.00012502446259693046,0.0001714425091811816,8.206675796615911e-05,6.536648696809165e-05,6.75099135574542e-05,0.0001576320555160115,8.528053792440274e-05,9.986697782789896e-05,0.00016133855518947135,0.00010936602365581736,0.00010337531170391771,8.85788087775777e-05,8.725644814660703e-05,0.0001177575681560038,9.852736224819542e-05,0.00019841601336731437,7.859439984058749e-05,0.00014311660372223772,0.00011611769354260938,0.00011765186131387066,9.59559995273296e-05,0.00015917273692406017,0.0001052912514035834,9.878276101751867e-05,0.00011359872586731692,0.00016817226689224882,0.00011002639352478293,0.00012869743004361562,0.00010453461397489114,0.00010468977927939355,0.00010974229995870378,0.00018212896022330212,0.0001118945364705246,0.00013612556946074837,0.0001388086325471058,0.0011334136833815037,0.00010409186435948935,9.102616583321364e-05,7.285075459031563e-05,0.0001360964808248994,9.919389779392038e-05,0.00013792453286718857,8.301204977159984e-05,0.00015666035199492603,9.574209716086958e-05,0.0001698216401322455,0.0002449975814868842
ULXY,0.00012183587847252273,0.00014353879981472134,0.00011907905111996834,0.0001295921369744266,3.2289662508887264e-05,0.0001059295949832056,0.00011000484329472452,6.733606672940226e-05,0.00013177825571443063,0.0001542322577964076,0.00016012759629476398,0.00010980667845228723,0.00010001953488959432,0.00010264014518132743,0.00016781334714745683,0.00014938592460091082,0.0001392042230225458,0.0001254981789459234,5.9164134486998304e-05,0.0001161198984718403,0.00011014453342353601,9.609280333532345e-05,6.0942088256128155e-05,6.022052770788263e-05,8.560197239978852e-05,0.00016007224075190133,5.976095498078991e-05,0.00012762754310263917,0.00015766183196641814,8.588092342560573e-05,0.00011192376132850189,7.161532893202663e-05,3.1449887065685064e-05,0.00015293212659949496,0.0001282311061767024,3.935334636957048e-05,9.27821569969204e-05,0.00011321225726277953,3.0795505731923806e-05,0.00010409186435948935,0.0009568776985813465,4.628047041308528e-05,0.00010442319082636228,9.033580403736026e-05,0.00012405382974163974,0.00017138738622031076,0.00013617916371278408,7.092160946227979e-05,3.864912722362266e-05,5.2210760667831535e-05,0.00010838328381003657
BLBT,6.37484468216104e-05,5.682889257709103e-05,4.389380590314716e-05,4.742531461826125e-05,6.437410799012135e-05,7.086337325377191e-05,3.5593889499309715e-05,3.263602181261985e-05,6.012405170679058e-05,6.874753919151031e-05,5.9528460093275066e-05,3.312786657780578e-05,8.0065146540278e-05,3.767243697849641e-05,4.108158088965009e-05,5.1752058771840505e-05,4.8672859453770485e-05,6.616827451695346e-05,6.952106511479364e-05,9.314924106846128e-05,4.785571794876279e-05,0.00010092518131172543,5.7778056359257025e-05,6.127842342829394e-05,7.921411631556181e-05,6.971152392039766e-05,7.522785470215193e-05,5.375620119943695e-05,5.6442570751093474e-05,9.618052955457257e-05,9.756128502506062e-05,6.442011910846153e-05,4.404888698087815e-05,3.40018468503196e-05,4.395636139919658e-05,6.374058340416257e-05,7.025497205912324e-05,0.00013021521078856159,6.666338296789062e-05,9.102616583321364e-05,4.628047041308528e-05,0.00015134658121220657,3.0386288460189525e-05,6.591637853705857e-05,4.7622819740257566e-05,5.707260449738074e-05,4.270818506237146e-05,7.069340796270123e-05,5.3253285465622196e-05,7.00344891087776e-05,8.388257756975592e-05
BENI,5.88396527534617e-05,6.336024614577374e-05,8.091020436324987e-05,7.763263739137983e-05,3.7230006425576076e-05,8.186444847234645e-05,7.095759339853572e-05,6.0619699649831706e-05,7.043915156182544e-05,9.051398350397929e-05,7.033828731162835e-05,6.728983894422697e-05,6.385072802839348e-05,6.70165159988249e-05,8.432055313150095e-05,7.177750415826672e-05,6.460149110877129e-05,5.469413707896264e-05,4.253170848077119e-05,6.835640672040721e-05,6.491690623777021e-05,1.6840290548247938e-05,2.9609716627718952e-05,4.507933354839005e-05,3.986454467368922e-05,5.028326097130691e-05,1.709732807552513e-05,7.563252975207777e-05,7.155109343620808e-05,6.323001318461864e-05,5.725597199345582e-05,2.755455031321801e-05,4.0414163173888006e-05,8.397159057991322e-05,7.259012123548719e-05,3.335386880212298e-05,4.37176569639354e-05,7.802857918999514e-05,3.276129848607347e-05,7.285075459031563e-05,0.00010442319082636228,3.0386288460189525e-05,0.00012698885564185996,3.29208498854181e-05,7.106584110004227e-05,7.762040333139148e-05,6.928789154712197e-05,5.197559881972574e-05,2.549090080299491e-05,4.7616984448305575e-05,5.065004745377824e-05
ITPA,7.427047289127053e-05,5.837852012123937e-05,5.891076069678114e-05,5.6019550630859756e-05,7.903948141848568e-05,8.78978818379021e-05,4.961271567951524e-05,3.488559222328153e-05,7.681711774214114e-05,8.064163389831344e-05,6.800782066647265e-05,4.606956191120364e-05,0.00010531130108553546,4.556320602455686e-05,4.739715305360809e-05,4.291808551669476e-05,5.248430679497224e-05,7.428090241720727e-05,6.891635484318938e-05,8.384456582890994e-05,5.4372486573320874e-05,7.531718853554825e-05,0.00010346284516738331,6.020467619287364e-05,7.822827169376438e-05,9.098675685372084e-05,7.308648232251661e-05,6.21054657983364e-05,3.736999300202324e-05,0.00010109078863214212,7.532931529399544e-05,0.00011054432123772885,4.771595169463189e-05,7.528527304872233e-05,4.444324259869173e-05,7.42365664979762e-05,8.799075107342819e-05,8.27556592247766e-05,7.487436829862288e-05,0.0001360964808248994,9.033580403736026e-05,6.591637853705857e-05,3.29208498854181e-05,0.00023322072890525806,6.72653463204704e-05,6.669615739998762e-05,5.1161251975538356e-05,8.836171634362521e-05,4.9537383223324795e-05,0.00010994642867614925,0.00010177472514399875
HTRK,8.574922507542865e-05,9.840296372536684e-05,9.621537056640928e-05,8.149868097185716e-05,6.630894348039375e-05,0.00010504175581032624,0.00010227800849158967,6.641250428789638e-05,0.00011649661830027394,9.928482945336452e-05,0.0001165585249420004,9.598713513945755e-05,9.792175034167287e-05,9.011138344334837e-05,9.630793181380702e-05,5.967326978436254e-05,8.05885143509475e-05,6.595432314468285e-05,5.947818798105686e-05,8.40261819957853e-05,0.00010433534112433556,5.709514176248441e-05,8.523534964473345e-05,6.365034866383949e-05,4.7395351083391853e-05,7.631264046671055e-05,7.780580972980199e-05,0.00011742879773153415,9.665647540534434e-05,0.00010811388478351703,0.00010257574548789479,6.170523439333492e-05,6.583377891350197e-05,0.0001102114243299617,9.424792521788849e-05,3.298260366543561e-05,4.153871927919708e-05,9.990969496687636e-05,5.068977364585033e-05,9.919389779392038e-05,0.00012405382974163974,4.7622819740257566e-05,7.106584110004227e-05,6.72653463204704e-05,0.0003151901279082875,0.00011014432912372495,7.671454141171297e-05,5.023844139797885e-05,3.552564246890965e-05,6.716674862242219e-05,8.836370732917887e-05
NGTE,0.0001076077802403441,0.00010132649030785721,0.00010269129827885712,9.90600696410193e-05,6.672582556899444e-05,0.00015712376207282588,0.00011011445981645407,9.444016428579982e-05,9.309011101393796e-05,0.00016408413556577513,0.00012094829905190352,8.63570458513931e-05,9.722543044519872e-05,0.00011655814131965458,9.522970636206951e-05,0.00010771854369761071,9.603682915234916e-05,8.902370202400958e-05,6.853103783599185e-05,8.489043976285613e-05,0.00012890650022300243,8.173672449409229e-05,8.732180095800745e-05,7.60813638542543e-05,9.933501937644906e-05,0.00012545897921771137,5.033006303841436e-05,8.463723531642136e-05,0.00012080045145923445,0.00010211127049741875,0.00010923371065954972,9.165675009556048e-05,5.8494219033408563e-05,0.00013540237368919888,0.00010368826029947266,0.00012775153371724583,7.750099399877428e-05,0.00011751430262711895,6.86424832537502e-05,0.00013792453286718857,0.00017138738622031076,5.707260449738074e-05,7.762040333139148e-05,6.669615739998762e-05,0.00011014432912372495,0.0005122715149553987,9.89280980302648e-05,7.376183460236957e-05,5.443584203635818e-05,4.964770597437766e-05,0.0001068822881334142
ILVX,8.11339435897158e-05,8.89752869109278e-05,0.00010974616289167929,8.481411784812722e-05,5.5896585797083755e-05,9.826558633711767e-05,8.60772390198561e-05,7.45337293359347e-05,0.00010744519405801801,0.0001134659627190128,8.814175076284021e-05,9.825712834210943e-05,7.852892902019746e-05,0.00010498918884688513,8.291212791763372e-05,7.942330795035055e-05,8.435115595804195e-05,7.533894521874303e-05,5.302689033493475e-05,7.840349038939084e-05,9.336539322072971e-05,7.369785832960704e-05,5.976681024181435e-05,7.450848031553284e-05,4.594529715188656e-05,5.931889642674541e-05,6.505939503455024e-05,0.00010722819576115274,0.00010288934439212701,9.444879959172408e-05,8.143139734569287e-05,6.523800182572866e-05,5.0533180827286696e-05,9.704684140235422e-05,0.00011686532816791416,5.796874003235989e-05,6.796864314253994e-05,7.471608759216114e-05,7.429409187507519e-05,8.301204977159984e-05,0.00013617916371278408,4.270818506237146e-05,6.928789154712197e-05,5.1161251975538356e-05,7.671454141171297e-05,9.89280980302648e-05,0.00019133695052217674,4.255616725081914e-05,4.163641216089224e-05,7.243228260334165e-05,7.698039631479284e-05
FCSG,0.00010269635689749979,8.409119212249725e-05,7.184425194687886e-05,5.40176297502087e-05,0.00010334701599191885,0.00012590799750513302,5.396348209453667e-05,5.114388508135321e-05,9.736930476749184e-05,9.770892658599392e-05,9.83195877302671e-05,5.649011522574111e-05,0.00011079171680895367,7.246562944469249e-05,6.506442729969144e-05,6.389822849617705e-05,7.466351302654118e-05,9.382569664674356e-05,0.00014519244476855978,0.00015797047835827346,5.683159890104015e-05,6.982942950453286e-05,9.632202429272078e-05,9.011597379342495e-05,0.00012925289993274595,7.610000970998621e-05,8.621343198352754e-05,8.334220171094443e-05,0.0001153814102569789,0.0001501464665330275,0.00014282702842543103,0.0001177085938090773,0.0001194037877778899,8.868704014397086e-05,8.14359490078281e-05,9.217093154792378e-05,7.33918781292269e-05,0.00010885640498711332,0.0001263517625552784,0.00015666035199492603,7.092160946227979e-05,7.069340796270123e-05,5.197559881972574e-05,8.836171634362521e-05,5.023844139797885e-05,7.376183460236957e-05,4.255616725081914e-05,0.00062626553413878,7.408929225643016e-05,0.0001488869969398672,0.00012659837828346993
