,asset,day,price,return_1d,algo_return,rolling_beta,expected_return,market_adjusted_return,tomorrows_market_adjusted_return
3278,CUBO,64,127.07,0.03099391480730218,0.009014609884985925,0.7126486613129854,0.00556696781715834,0.02542694699014384,-0.006568364839482354
3279,HRET,64,48.02,0.015221987315010788,0.009014609884985925,0.7990665391940436,0.0070099877593149,0.008211999555695888,-0.01772778072837758
3280,ANSO,64,46.97,-0.0017003188097768351,0.009014609884985925,0.46155078970572017,0.004107690630000179,-0.0058080094397770145,0.006262033760563024
3281,DIHO,64,11.69,0.006024096385542244,0.009014609884985925,1.0322058565415608,0.008886972927312903,-0.00286287654177066,-0.035747644141122706
3282,RTTH,64,40.78,-0.015926640926640867,0.009014609884985925,2.0695274916006468,0.01875184492256283,-0.034678485849203695,0.037404089253471676
3283,SPLZ,64,92.36,-0.012298149930488833,0.009014609884985925,1.078096083898754,0.010984020963824732,-0.023282170894313566,-0.0352727419748674
3284,NWIG,64,101.02,0.03493494519004203,0.009014609884985925,0.8893053002041147,0.007303503769742938,0.027631441420299094,-0.006422610234819325
3285,MMBT,64,80.77,-0.020851012243908285,0.009014609884985925,1.9045574784224892,0.017302480663614228,-0.03815349290752251,0.05858657467591906
3286,MDGI,64,179.2,0.019688175714122957,0.009014609884985925,0.8496548033003093,0.00730832594919737,0.012379849764925586,-0.010408491036221481
3287,AGVF,64,119.14,-0.004844637487470771,0.009014609884985925,0.995417302174303,0.00930385133067751,-0.01414848881814828,-0.021001340866046082
3288,RRES,64,34.39,-0.010359712230215812,0.009014609884985925,1.5166674683010812,0.01395313152186732,-0.024312843752083133,0.030731727394535058
3289,CTGI,64,80.38,0.041191709844559554,0.009014609884985925,1.4259742752455549,0.011998564290164722,0.029193145554394832,0.06083778529790195
3290,ALUT,64,21.03,-0.016830294530154277,0.009014609884985925,0.9840985313420604,0.009392148650283436,-0.02622244318043771,-0.03413666193604721
3291,ACAC,64,75.55,0.025240873931333896,0.009014609884985925,0.8658960413099301,0.007939347709966902,0.017301526221366992,0.01878609750478258
3292,SRTX,64,294.21,-0.0037923678596823995,0.009014609884985925,1.031573081693971,0.009575266947177181,-0.01336763480685958,0.026300426954939254
3293,GARI,64,15.86,0.025210084033613356,0.009014609884985925,1.2813428723371525,0.011888668381731133,0.013321415651882223,-0.01354754167295443
3294,RCRI,64,59.03,0.04054292261589998,0.009014609884985925,1.2878661076163398,0.010891547020413056,0.029651375595486924,0.048844008864409524
3295,ACIX,64,18.23,0.03815489749430534,0.009014609884985925,0.8663163962201872,0.007134506804971972,0.031020390689333367,0.001200161260998315
3296,CCNS,64,25.85,-0.02194475974271659,0.009014609884985925,0.9187994483639839,0.008843078594621833,-0.030787838337338426,0.013435943207286053
3297,MTNS,64,19.59,-0.005583756345177604,0.009014609884985925,0.7507519250756934,0.007264392109111154,-0.012848148454288758,0.01790132095529515
3298,IHOZ,64,135.94,-0.0007350779182593303,0.009014609884985925,1.2543494114168325,0.0120081592844614,-0.01274323720272073,-0.02775725664616293
3299,NAYO,64,32.4,0.028898062877103836,0.009014609884985925,1.9530396371509287,0.016516555905668855,0.012381506971434982,0.006378092900500672
3300,FWWG,64,33.25,0.00941105039465695,0.009014609884985925,0.6072560541293109,0.004911110277688179,0.0044999401169687715,-0.015151958269624208
3301,EELT,64,84.18,-0.03352468427095279,0.009014609884985925,1.4776077367970264,0.013699530777708073,-0.04722421504866086,0.04075695490391567
3302,HRND,64,20.16,0.01255650426921151,0.009014609884985925,1.1492662850989779,0.009762704917480752,0.0027937993517307587,-0.03759728832056651
3303,AETS,64,24.5,-0.037328094302554016,0.009014609884985925,1.4934957662809185,0.01412260162672093,-0.051450695929274946,-0.0166058531720326
3304,ULXY,64,53.53,0.04062986003110436,0.009014609884985925,1.2442751413386242,0.011065033842077849,0.029564826189026512,-0.023918266689166634
3305,BLBT,64,45.43,0.0,0.009014609884985925,0.26192369579640157,0.0027315384334420955,-0.0027315384334420955,-0.004986413992684544
3306,BENI,64,28.42,0.026734104046242768,0.009014609884985925,0.572347682693405,0.004736611569725498,0.02199749247651727,0.011190721280990641
3307,ITPA,64,21.27,0.018190521780756308,0.009014609884985925,0.5694695991964488,0.004787453679149769,0.01340306810160654,-0.010261598843231894
3308,HTRK,64,9.78,-0.007106598984771617,0.009014609884985925,0.8710888686194934,0.008370841612346955,-0.015477440597118572,0.012360651926351903
3309,NGTE,64,52.0,0.01029726054012059,0.009014609884985925,0.9352792321519894,0.008985035257554673,0.001312225282565917,-0.019895190699560018
3310,ILVX,64,32.13,0.007525870178739513,0.009014609884985925,0.9353702562905372,0.008595107419381067,-0.0010692372406415542,-0.012879242120636953
3311,FCSG,64,27.93,0.027215888194189075,0.009014609884985925,1.0728781882472602,0.01003333605394289,0.017182552140246186,-0.01801276338758584
3312,FARS,64,53.46,0.01192504258943794,0.009014609884985925,-0.0488345798145144,-0.00023459986787996833,0.012159642457317908,-0.005028443624930117
3313,MHRM,64,19.05,0.019807280513918668,0.009014609884985925,0.7728046465147422,0.006313745427819724,0.013493535086098945,0.014203025554179096
3314,EAFC,64,34.91,-0.017726505346088994,0.009014609884985925,0.7070184800741776,0.006278611165743716,-0.02400511651183271,-0.023782126948072496
3315,ALGO,65,98.17,0.008112548777983175,0.008112548777983175,1.0,0.008112548777983175,0.0,0.0
3316,AENO,65,102.68,0.010629921259842634,0.008112548777983175,0.8255719635785553,0.006768435573708713,0.003861485686133921,0.026887999208984395
3317,LSST,65,102.41,0.013458683819891126,0.008112548777983175,1.109684646871832,0.008949332254150295,0.004509351565740831,-0.020635285157199857
3318,SRNA,65,115.28,0.0072520751419833385,0.008112548777983175,0.6103977199720084,0.004854735510800457,0.002397339631182881,0.035635340974480186
3319,ELLT,65,71.16,-0.011941127464593193,0.008112548777983175,0.835718747071528,0.007133446348451002,-0.019074573813044195,0.006577880636528139
3320,AMRP,65,22.15,-0.02293780326422601,0.008112548777983175,1.1095060366955383,0.009677285867977684,-0.03261508913220369,0.034768452815926665
3321,OTCS,65,14.04,0.011527377521613813,0.008112548777983175,1.1427217556235982,0.00941567558991411,0.0021117019316997023,-8.302009275137391e-05
3322,HETT,65,69.61,-0.015417256011315494,0.008112548777983175,0.6067173460320515,0.005418369924133316,-0.020835625935448812,-0.0010792248902473877
3323,HUXZ,65,91.96,0.048455136244441865,0.008112548777983175,0.6559005208156271,0.004714952013177001,0.04374018423126486,-0.010426407843581599
3324,DUCT,65,17.49,0.019825072886297423,0.008112548777983175,1.1262047318637063,0.009053801278920762,0.010771271607376662,0.01270624380054761
3325,SMAH,65,43.97,-0.011688019779725889,0.008112548777983175,1.022770175067123,0.008439088625861917,-0.020127108405587804,0.02080769314645708
3326,NPCK,65,15.1,0.04353835521769178,0.008112548777983175,1.1982213099223122,0.009269082749402358,0.034269272468289425,0.0328708282366902
3327,MSDP,65,35.92,0.014975981915795522,0.008112548777983175,0.7995379227310566,0.006615225811126554,0.008360756104668968,-0.024629255241061843
3328,EORC,65,32.27,-0.022121212121211986,0.008112548777983175,0.5885324090086039,0.005048202511783329,-0.027169414632995315,0.04554215989039917
3329,CUBO,65,126.97,-0.0007869678130163482,0.008112548777983175,0.6612485650263793,0.005781397026466005,-0.006568364839482354,0.0042363214782398986
3330,HRET,65,47.48,-0.011245314452311694,0.008112548777983175,0.7385920598874818,0.006482466276065883,-0.01772778072837758,0.005657106850058073
3331,ANSO,65,47.44,0.010006387055567334,0.008112548777983175,0.48248087863271666,0.0037443532950043094,0.006262033760563024,0.023902530438053737
3332,DIHO,65,11.37,-0.027373823781009388,0.008112548777983175,0.9829376560680678,0.008373820360113316,-0.035747644141122706,0.003604538618564818
3333,RTTH,65,42.99,0.05419323197645909,0.008112548777983175,2.1461725423118234,0.016789142722987413,0.037404089253471676,0.0013571040750159202
3334,SPLZ,65,89.91,-0.026526634906886115,0.008112548777983175,1.0563840154213193,0.008746107067981285,-0.0352727419748674,-0.0005750189815461825
3335,NWIG,65,101.1,0.0007919223916055262,0.008112548777983175,0.8761790091080314,0.007214532626424851,-0.006422610234819325,0.024380204348428608
3336,MMBT,65,86.75,0.07403739012009414,0.008112548777983175,1.9617085712947624,0.015450815444175082,0.05858657467591906,-0.11649496345878445
3337,MDGI,65,178.57,-0.003515625000000022,0.008112548777983175,0.8216425964612604,0.006892866036221459,-0.010408491036221481,0.016789162411449364
3338,AGVF,65,117.6,-0.01292596944770863,0.008112548777983175,0.9555506362547016,0.008075371418337451,-0.021001340866046082,0.01149730473589126
3339,RRES,65,35.87,0.04303576621110783,0.008112548777983175,1.5738236757035367,0.012304038816572773,0.030731727394535058,0.014692485500861831
3340,CTGI,65,86.2,0.07240607116198072,0.008112548777983175,1.5387770812443844,0.01156828586407877,0.06083778529790195,-0.003753889875537148
3341,ALUT,65,20.48,-0.02615311459819314,0.008112548777983175,0.9557999509851135,0.00798354733785407,-0.03413666193604721,0.003505021721041505
3342,ACAC,65,77.5,0.02581072137657192,0.008112548777983175,0.8900776499095748,0.007024623871789343,0.01878609750478258,0.01952207545600319
3343,SRTX,65,304.41,0.034669113898236015,0.008112548777983175,1.0965277832901836,0.008368686943296762,0.026300426954939254,0.004743795395292079
3344,GARI,65,15.81,-0.0031525851197982124,0.008112548777983175,1.2565332578323933,0.010394956553156217,-0.01354754167295443,-0.006777355981134733
3345,RCRI,65,62.53,0.059291885481958406,0.008112548777983175,1.3609035617077463,0.010447876617548885,0.048844008864409524,-0.03371084287252969
3346,ACIX,65,18.38,0.008228195282501183,0.008112548777983175,0.8667166535714509,0.007028034021502868,0.001200161260998315,-0.0049827009722138325
3347,CCNS,65,26.39,0.020889748549322906,0.008112548777983175,0.9297610812543069,0.007453805342036853,0.013435943207286053,-0.04016757817111561
3348,MTNS,65,20.06,0.023991832567636484,0.008112548777983175,0.8173632417682153,0.006090511612341333,0.01790132095529515,0.022937538808020005
3349,IHOZ,65,133.55,-0.01758128586140939,0.008112548777983175,1.2131034451153977,0.01017597078475354,-0.02775725664616293,0.015455694883477922
3350,NAYO,65,33.12,0.022222222222222143,0.008112548777983175,1.9688165912671771,0.01584412932172147,0.006378092900500672,-2.6513586003799015e-05
3351,FWWG,65,32.91,-0.010225563909774582,0.008112548777983175,0.5824066084915269,0.004926394359849626,-0.015151958269624208,-0.029465589001063806
3352,EELT,65,88.62,0.05274411974340687,0.008112548777983175,1.5384316239646676,0.011987164839491202,0.04075695490391567,-0.006206746196806598
3353,HRND,65,19.59,-0.028273809523809534,0.008112548777983175,1.0999919358630084,0.009323478796756976,-0.03759728832056651,0.0025023957453977194
3354,AETS,65,24.39,-0.00448979591836729,0.008112548777983175,1.5177943208857692,0.01211605725366531,-0.0166058531720326,0.01376599781541583
3355,ULXY,65,52.79,-0.013824023911825134,0.008112548777983175,1.160321266288509,0.010094242777341498,-0.023918266689166634,-0.02245458060320617
3356,BLBT,65,45.3,-0.00286154523442661,0.008112548777983175,0.2759595580890258,0.0021248687582579345,-0.004986413992684544,-0.0075972979985577385
3357,BENI,65,28.87,0.015833919774806526,0.008112548777983175,0.5871592865196235,0.004643198493815884,0.011190721280990641,0.008734402748918103
3358,ITPA,65,21.15,-0.005641748942172176,0.008112548777983175,0.5387145188554033,0.0046198499010597196,-0.010261598843231894,-0.011736059560613951
3359,HTRK,65,9.97,0.01942740286298572,0.008112548777983175,0.9046448018221241,0.0070667509366338175,0.012360651926351903,0.01936557469362343
3360,NGTE,65,51.36,-0.012307692307692353,0.008112548777983175,0.9233096162494224,0.007587498391867664,-0.019895190699560018,0.0041646923514579584
3361,ILVX,65,31.96,-0.005291005291005346,0.008112548777983175,0.9125271386247429,0.007588236829631606,-0.012879242120636953,0.013358851285840249
3362,FCSG,65,27.67,-0.009308986752595727,0.008112548777983175,1.0250344679427201,0.008703776634990114,-0.01801276338758584,-0.019732233467662126
3363,FARS,65,53.17,-0.005424616535727678,0.008112548777983175,-0.05238068117970968,-0.00039617291079756066,-0.005028443624930117,-0.014485860304048886
3364,MHRM,65,19.44,0.020472440944881987,0.008112548777983175,0.7903709687246162,0.0062694153907028915,0.014203025554179096,-0.05059956662294357
3365,EAFC,65,34.28,-0.018046405041535207,0.008112548777983175,0.699670411448373,0.005735721906537291,-0.023782126948072496,0.014526093738757054
3366,ALGO,66,97.81,-0.0036671080778242215,-0.0036671080778242215,1.0,-0.0036671080778242215,0.0,0.0
3367,AENO,66,105.13,0.02386053759252027,-0.0036671080778242215,0.830346268237028,-0.0030274616164641245,0.026887999208984395,0.009315492542698381
3368,LSST,66,99.88,-0.02470461868958107,-0.0036671080778242215,1.105470474219857,-0.004069333532381214,-0.020635285157199857,-0.014647991040965537
3369,SRNA,66,119.13,0.033396946564885344,-0.0036671080778242215,0.6024835476402078,-0.0022383944095948393,0.035635340974480186,0.006089750134362549
3370,ELLT,66,71.41,0.003513209668353001,-0.0036671080778242215,0.8134612945060219,-0.003064670968175138,0.006577880636528139,0.019055762473173234
3371,AMRP,66,22.83,0.03069977426636572,-0.0036671080778242215,1.2314322964500841,-0.004068678549560945,0.034768452815926665,0.019314581425182404
3372,OTCS,66,13.98,-0.004273504273504147,-0.0036671080778242215,1.2202732936659433,-0.004190484180752773,-8.302009275137391e-05,0.01834052961834888
3373,HETT,66,69.38,-0.0033041229708375974,-0.0036671080778242215,0.6143142264821944,-0.0022248980805902097,-0.0010792248902473877,0.004415001542279753
3374,HUXZ,66,90.78,-0.012831665941713699,-0.0036671080778242215,0.6126085778024865,-0.0024052580981321,-0.010426407843581599,-0.024136610432171267
3375,DUCT,66,17.64,0.00857632933104635,-0.0036671080778242215,1.1891009747595318,-0.004129914469501259,0.01270624380054761,-0.002156683016903395
3376,SMAH,66,44.72,0.01705708437571074,-0.0036671080778242215,0.9553176614465104,-0.00375060877074634,0.02080769314645708,-0.04527794762089298
3377,NPCK,66,15.53,0.02847682119205297,-0.0036671080778242215,1.3224073742014248,-0.0043940070446372315,0.0328708282366902,-0.009212148524480246
3378,MSDP,66,34.93,-0.0275612472160357,-0.0036671080778242215,0.8356832286483907,-0.002931991974973856,-0.024629255241061843,-0.010342639167397933
3379,EORC,66,33.67,0.04338394793926237,-0.0036671080778242215,0.5536087812106099,-0.0021582119511368,0.04554215989039917,0.012725371557413028
3380,CUBO,66,127.2,0.0018114515239819884,-0.0036671080778242215,0.6784011542970814,-0.0024248699542579106,0.0042363214782398986,0.015728815157490396
3381,HRET,66,47.62,0.0029486099410278577,-0.0036671080778242215,0.8256400499165194,-0.0027084969090302156,0.005657106850058073,0.008689835562081853
3382,ANSO,66,48.49,0.022133220910623974,-0.0036671080778242215,0.42633884112170856,-0.0017693095274297632,0.023902530438053737,-0.026904725796584854
3383,DIHO,66,11.37,0.0,-0.0036671080778242215,0.9341912725536372,-0.003604538618564818,0.003604538618564818,0.004349926725528669
3384,RTTH,66,42.71,-0.006513142591300314,-0.0036671080778242215,2.1220482439117188,-0.007870246666316234,0.0013571040750159202,-0.05381755920646504
3385,SPLZ,66,89.51,-0.004448893337782089,-0.0036671080778242215,0.9524488323603905,-0.003873874356235907,-0.0005750189815461825,0.02471785990605918
3386,NWIG,66,103.24,0.021167161226508524,-0.0036671080778242215,0.8955037523615479,-0.003213043121920084,0.024380204348428608,-0.005028984648252832
3387,MMBT,66,76.02,-0.12368876080691649,-0.0036671080778242215,1.938594538881864,-0.007193797348132036,-0.11649496345878445,-0.0009531109755144922
3388,MDGI,66,181.03,0.013776110208881809,-0.0036671080778242215,0.8108858007296595,-0.003013052202567555,0.016789162411449364,0.035873037703818854
3389,AGVF,66,118.54,0.007993197278911568,-0.0036671080778242215,0.9067553961568056,-0.003504107456979691,0.01149730473589126,0.002026174212980139
3390,RRES,66,36.19,0.008921103986618384,-0.0036671080778242215,1.4733345420295656,-0.005771381514243447,0.014692485500861831,-0.016996504903763022
3391,CTGI,66,85.39,-0.009396751740139209,-0.0036671080778242215,1.4956240421334699,-0.005642861864602061,-0.003753889875537148,0.018159780942525083
3392,ALUT,66,20.48,0.0,-0.0036671080778242215,0.9567865052235934,-0.003505021721041505,0.003505021721041505,0.015020783146041414
3393,ACAC,66,78.76,0.01625806451612899,-0.0036671080778242215,0.9476345209981809,-0.0032640109398742014,0.01952207545600319,0.0004189228473896311
3394,SRTX,66,304.63,0.0007227095036299591,-0.0036671080778242215,1.0414473600953236,-0.00402108589166212,0.004743795395292079,0.0066625368984738476
3395,GARI,66,15.63,-0.011385199240986688,-0.0036671080778242215,1.2852434452895385,-0.0046078432598519545,-0.006777355981134733,0.004608230480823702
3396,RCRI,66,60.11,-0.038701423316807926,-0.0036671080778242215,1.3347251541955876,-0.00499058044427823,-0.03371084287252969,-0.03228242432253428
3397,ACIX,66,18.23,-0.008161044613710478,-0.0036671080778242215,0.9529816622673685,-0.003178343641496645,-0.0049827009722138325,0.019355105650566418
3398,CCNS,66,25.24,-0.04357711254262986,-0.0036671080778242215,0.8917241422312326,-0.0034095343715142513,-0.04016757817111561,0.02117976382523415
3399,MTNS,66,20.46,0.019940179461615193,-0.0036671080778242215,0.7899213401560682,-0.0029973593464048143,0.022937538808020005,0.02964747741534299
3400,IHOZ,66,135.02,0.011007113440658856,-0.0036671080778242215,1.2222179423031125,-0.004448581442819067,0.015455694883477922,-0.022683889602108487
3401,NAYO,66,32.88,-0.007246376811594013,-0.0036671080778242215,1.9435793930377117,-0.007219863225590214,-2.6513586003799015e-05,0.027517434618690825
3402,FWWG,66,31.87,-0.03160133697964129,-0.0036671080778242215,0.6020206514153941,-0.002135747978577487,-0.029465589001063806,-0.002125430504539989
3403,EELT,66,87.57,-0.011848341232227666,-0.0036671080778242215,1.3547031740321807,-0.005641595035421068,-0.006206746196806598,-0.029876577066825616
3404,HRND,66,19.56,-0.0015313935681470214,-0.0036671080778242215,1.051004964695622,-0.004033789313544741,0.0025023957453977194,-0.03851223146388816
3405,AETS,66,24.59,0.008200082000819897,-0.0036671080778242215,1.5988242595283653,-0.005565915814595933,0.01376599781541583,-0.005944228328495161
3406,ULXY,66,51.38,-0.02670960409168399,-0.0036671080778242215,1.1712447116113731,-0.004255023488477821,-0.02245458060320617,-0.002003470027004744
3407,BLBT,66,44.91,-0.008609271523178808,-0.0036671080778242215,0.2590046873629223,-0.001011973524621069,-0.0075972979985577385,0.007748719544187895
3408,BENI,66,29.06,0.006581226186352485,-0.0036671080778242215,0.589046371518097,-0.002153176562565618,0.008734402748918103,-0.005996580863340219
3409,ITPA,66,20.86,-0.01371158392434979,-0.0036671080778242215,0.5325053001349641,-0.0019755243637358385,-0.011736059560613951,0.017926165369381783
3410,HTRK,66,10.13,0.016048144433299827,-0.0036671080778242215,0.890624303760724,-0.0033174302603236035,0.01936557469362343,0.0017387227884180165
3411,NGTE,66,51.4,0.0007788161993769194,-0.0036671080778242215,1.0082815791255317,-0.003385876152081039,0.0041646923514579584,0.03836293082804709
3412,ILVX,66,32.28,0.01001251564455563,-0.0036671080778242215,0.8757339910558685,-0.0033463356412846176,0.013358851285840249,-0.0037425091178105926
3413,FCSG,66,27.02,-0.02349114564510313,-0.0036671080778242215,1.0948626055751962,-0.003758912177441002,-0.019732233467662126,-0.02352797101789457
3414,FARS,66,52.41,-0.014293774684972838,-0.0036671080778242215,-0.007563333065565501,0.00019208561907604855,-0.014485860304048886,-0.018994495447744543
3415,MHRM,66,18.4,-0.053497942386831365,-0.0036671080778242215,0.7472565894776401,-0.0028983757638877954,-0.05059956662294357,0.012715386206014378
3416,EAFC,66,34.69,0.01196032672112013,-0.0036671080778242215,0.7792668403407994,-0.0025657670176369254,0.014526093738757054,-0.0050960576927236295
3417,ALGO,67,98.92,0.011348532869849715,0.011348532869849715,1.0,0.011348532869849715,0.0,0.0
3418,AENO,67,107.1,0.01873870446114334,0.011348532869849715,0.8527637148199493,0.00942321191844496,0.009315492542698381,-0.0015144280336438463
3419,LSST,67,99.67,-0.002102523027633141,0.011348532869849715,1.0772507776619429,0.012545468013332397,-0.014647991040965537,-0.02079883512931332
3420,SRNA,67,120.67,0.012927054478301114,0.011348532869849715,0.6220786556957328,0.006837304343938565,0.006089750134362549,0.015640771434546258
3421,ELLT,67,73.43,0.02828735471222532,0.011348532869849715,0.8518565571930272,0.00923159223905209,0.019055762473173234,0.002421233737696235
3422,AMRP,67,23.59,0.0332895313184407,0.011348532869849715,1.2752884236863298,0.013974949893258298,0.019314581425182404,-0.02766982621591778
3423,OTCS,67,14.43,0.03218884120171661,0.011348532869849715,1.2609576969282823,0.013848311583367731,0.01834052961834888,-0.026253047282325352
3424,HETT,67,70.17,0.011386566733929238,0.011348532869849715,0.6173282510062519,0.006971565191649484,0.004415001542279753,0.0025773087632319537
3425,HUXZ,67,89.22,-0.017184401850627862,0.011348532869849715,0.5501641186123941,0.006952208581543403,-0.024136610432171267,-0.012408444798938507
3426,DUCT,67,17.84,0.011337868480725488,0.011348532869849715,1.1850826201409883,0.013494551497628883,-0.002156683016903395,0.001544273823676402
3427,SMAH,67,43.18,-0.034436493738819296,0.011348532869849715,0.8445300295522641,0.010841453882073684,-0.04527794762089298,0.005853571436693655
3428,NPCK,67,15.62,0.0057952350289762755,0.011348532869849715,1.2937089209678296,0.015007383553456521,-0.009212148524480246,-0.02481715890125881
3429,MSDP,67,34.9,-0.0008588605782995362,0.011348532869849715,0.8086846621743413,0.009483778589098397,-0.010342639167397933,0.0007713975955901467
3430,EORC,67,34.31,0.019008019008019073,0.011348532869849715,0.5810295552495032,0.006282647450606045,0.012725371557413028,-0.01571436149813648
3431,CUBO,67,130.18,0.02342767295597481,0.011348532869849715,0.7112057902439697,0.007698857798484416,0.015728815157490396,-0.013252605526715972
3432,HRET,67,48.48,0.018059638807223832,0.011348532869849715,0.849890489886756,0.009369803245141979,0.008689835562081853,-0.0027003102103501314
3433,ANSO,67,47.42,-0.02206640544442151,0.011348532869849715,0.3557436899141935,0.004838320352163345,-0.026904725796584854,0.005773818900952655
3434,DIHO,67,11.54,0.014951627088830355,0.011348532869849715,0.9500372092412044,0.010601700363301686,0.004349926725528669,0.00614880410956011
3435,RTTH,67,41.44,-0.029735424959026036,0.011348532869849715,1.988840588724613,0.024082134247439005,-0.05381755920646504,-0.029723803101924774
3436,SPLZ,67,92.69,0.03552675678695105,0.011348532869849715,1.0220732608656382,0.010808896880891872,0.02471785990605918,0.02003168187754744
3437,NWIG,67,103.77,0.005133669120495954,0.011348532869849715,0.8880040654664809,0.010162653768748786,-0.005028984648252832,0.03644934338074892
3438,MMBT,67,77.62,0.02104709287029749,0.011348532869849715,1.9367278264891918,0.022000203845811982,-0.0009531109755144922,0.03730785235511962
3439,MDGI,67,189.19,0.0450754018670938,0.011348532869849715,0.8847711802731572,0.009202364163274947,0.035873037703818854,0.02135787167286133
3440,AGVF,67,120.0,0.012316517631179247,0.011348532869849715,0.9155313833762534,0.010290343418199108,0.002026174212980139,0.006840398916871464
3441,RRES,67,36.18,-0.00027631942525552233,0.011348532869849715,1.4333661169500544,0.0167201854785075,-0.016996504903763022,0.022618562498529934
3442,CTGI,67,88.39,0.03513291954561426,0.011348532869849715,1.5409112552457902,0.016973138603089178,0.018159780942525083,-0.02039501097448716
3443,ALUT,67,21.01,0.02587890625,0.011348532869849715,0.9868824083348813,0.010858123103958586,0.015020783146041414,0.02833337776184284
3444,ACAC,67,79.64,0.011173184357541777,0.011348532869849715,0.9425932785804028,0.010754261510152146,0.0004189228473896311,-0.017863103487989435
3445,SRTX,67,310.26,0.01848143649673384,0.011348532869849715,1.05406246733646,0.011818899598259991,0.0066625368984738476,-0.03207528624252819
3446,GARI,67,15.93,0.019193857965450922,0.011348532869849715,1.295894574517388,0.01458562748462722,0.004608230480823702,0.014738193401881617
3447,RCRI,67,59.08,-0.017135252037930426,0.011348532869849715,1.2514636564688564,0.015147172284603855,-0.03228242432253428,0.01626760962424295
3448,ACIX,67,18.78,0.03017004936917167,0.011348532869849715,0.9926989664598757,0.01081494371860525,0.019355105650566418,0.0060519357864531045
3449,CCNS,67,26.03,0.031299524564183834,0.011348532869849715,0.9397413458463454,0.010119760738949686,0.02117976382523415,0.011371761228649004
3450,MTNS,67,21.25,0.03861192570869987,0.011348532869849715,0.8653396834119257,0.008964448293356877,0.02964747741534299,-0.027659257605729307
3451,IHOZ,67,133.83,-0.00881350910976153,0.011348532869849715,1.1669984980936685,0.013870380492346955,-0.022683889602108487,-0.013088507117251081
3452,NAYO,67,34.51,0.04957420924574185,0.011348532869849715,2.0073238818190022,0.022056774627051027,0.027517434618690825,0.03637090222003127
3453,FWWG,67,32.02,0.0047066206463759475,0.011348532869849715,0.6022721311152102,0.0068320511509159364,-0.002125430504539989,-0.007269701249108862
3454,EELT,67,86.3,-0.014502683567431673,0.011348532869849715,1.2816404570964572,0.01537389349939394,-0.029876577066825616,-0.003998002963162843
3455,HRND,67,19.04,-0.026584867075664653,0.011348532869849715,0.9621611816163236,0.011927364388223506,-0.03851223146388816,-0.0025284884027507205
3456,AETS,67,24.89,0.012200081333875623,0.011348532869849715,1.602713492911449,0.018144309662370784,-0.005944228328495161,-0.017605508572043287
3457,ULXY,67,51.96,0.011288439081354573,0.011348532869849715,1.1587937479431056,0.013291909108359317,-0.002003470027004744,-0.06380339387309077
3458,BLBT,67,45.39,0.010688042752171167,0.011348532869849715,0.2855184752307869,0.0029393232079832727,0.007748719544187895,-0.0023781346195000446
3459,BENI,67,29.08,0.0006882312456986117,0.011348532869849715,0.577779424035343,0.006684812109038831,-0.005996580863340219,-0.01054267655047923
3460,ITPA,67,21.36,0.023969319271332612,0.011348532869849715,0.5707548518825394,0.006043153901950828,0.017926165369381783,0.004109754259824399
3461,HTRK,67,10.25,0.011846001974333609,0.011348532869849715,0.896465395069915,0.010107279185915592,0.0017387227884180165,-0.003796096708148909
3462,NGTE,67,53.96,0.049805447470817166,0.011348532869849715,1.1014573573545317,0.011442516642770073,0.03836293082804709,0.017058181557928407
3463,ILVX,67,32.48,0.006195786864931607,0.011348532869849715,0.8661661812441246,0.0099382959827422,-0.0037425091178105926,-0.004728408977752438
3464,FCSG,67,26.72,-0.011102886750555152,0.011348532869849715,1.033790535608535,0.012425084267339417,-0.02352797101789457,0.018472476439900885
3465,FARS,67,51.41,-0.019080328181644735,0.011348532869849715,-0.045852075171231625,-8.58327339001913e-05,-0.018994495447744543,0.008109191729046944
3466,MHRM,67,18.79,0.02119565217391317,0.011348532869849715,0.7808768340254822,0.008480265967898793,0.012715386206014378,0.013921276686154182
3467,EAFC,67,34.82,0.0037474776592678616,0.011348532869849715,0.7765970978279993,0.008843535351991491,-0.0050960576927236295,0.051130094457389655
3468,ALGO,68,98.37,-0.00556004852405978,-0.00556004852405978,1.0,-0.00556004852405978,0.0,0.0
3469,AENO,68,106.43,-0.00625583566760024,-0.00556004852405978,0.8152933937746764,-0.004741407633956394,-0.0015144280336438463,0.0017363895117410307
3470,LSST,68,97.0,-0.026788401725694855,-0.00556004852405978,1.1075328776696556,-0.005989566596381535,-0.02079883512931332,-0.00015465089944483295
3471,SRNA,68,122.14,0.012181983923096107,-0.00556004852405978,0.6045658541263991,-0.0034587875114501514,0.015640771434546258,-0.007084066642980996
3472,ELLT,68,73.26,-0.0023151300558355015,-0.00556004852405978,0.8969476817929714,-0.004736363793531736,0.002421233737696235,0.0010396257906554267
3473,AMRP,68,22.77,-0.03476049173378548,-0.00556004852405978,1.2300038237615794,-0.0070906655178677004,-0.02766982621591778,0.01018046459196218
3474,OTCS,68,13.95,-0.033264033264033266,-0.00556004852405978,1.3238257188201485,-0.007010985981707915,-0.026253047282325352,-0.06676263972680539
3475,HETT,68,70.11,-0.0008550662676357623,-0.00556004852405978,0.6404493373897387,-0.003432375030867716,0.0025773087632319537,-0.016879967773215872
